# Table 1 from Silva Aguirre et al. (2018). https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.5487S/abstract submit data cleaning bugs to GalacticCEM@gmail.com
#J/MNRAS/475/5487    Stellar properties of KIC stars       (Silva Aguirre+, 2018)
#================================================================================
#Confirming chemical clocks:
#asteroseismic age dissection of the Milky Way disc(s).
#    Silva Aguirre V., Bojsen-Hansen M., Slumstrup D., Casagrande L., Kawata D.,
#    Ciuca I., Handberg R., Lund M.N., Mosumgaard J.R., Huber D., Johnson J.A.,
#    Pinsonneault M.H., Serenelli A.M., Stello D., Tayar J., Bird J.C.,
#    Cassisi S., Hon M., Martig M., Nissen P.E., Rix H.W., Schonrich R.,
#    Sahlholdt C., Trick W.H., Yu J.
#   <Mon. Not. R. Astron. Soc., 475, 5487-5500 (2018)>
#   =2018MNRAS.475.5487S    (SIMBAD/NED BibCode)
#================================================================================
#ADC_Keywords: Stars, giant ; Stars, masses ; Stars, diameters ; Stars, ages ;
#              Stars, distances
#Keywords: asteroseismology - stars: fundamental parameters -
#          stars: kinematics and dynamic - Galaxy: disc - Galaxy: evolution -
#          Galaxy: structure
#
#Abstract:
#    Investigations of the origin and evolution of the Milky Way disc have
#    long relied on chemical and kinematic identifications of its
#    components to reconstruct our Galactic past. Difficulties in
#    determining precise stellar ages have restricted most studies to small
#    samples, normally confined to the solar neighbourhood. Here, we break
#    this impasse with the help of asteroseismic inference and perform a
#    chronology of the evolution of the disc throughout the age of the
#    Galaxy. We chemically dissect the Milky Way disc population using a
#    sample of red giant stars spanning out to 2 kpc in the solar annulus
#    observed by the Kepler satellite, with the added dimension of
#    asteroseismic ages. Our results reveal a clear difference in age
#    between the low- and high-{alpha} populations, which also show
#    distinct velocity dispersions in the V and W components. We find no
#    tight correlation between age and metallicity nor [{alpha}/Fe] for the
#    high-{alpha} disc stars. Our results indicate that this component
#    formed over a period of more than 2 Gyr with a wide range of [M/H] and
#    [{alpha}/Fe] independent of time. Our findings show that the kinematic
#    properties of young {alpha}-rich stars are consistent with the rest of
#    the high-{alpha} population and different from the low-{alpha} stars
#    of similar age, rendering support to their origin being old stars that
#    went through a mass transfer or stellar merger event, making them
#    appear younger, instead of migration of truly young stars formed close
#    to the Galactic bar.
#
#Description:
#    The set of stars considered in this study are the 1989 red giants
#    comprising the first combined APOGEE and Kepler catalogues, in which
#    the Kepler spacecraft detected oscillations during its nominal
#    mission.
#
#    We determined stellar properties for the APOKASC sample combining the
#    photometric, spectroscopic, and asteroseismic observables using the
#    BAyesian STellar Algorithm (BASTA, Silva Aguirre et al. 2015, Cat.
#    J/MNRAS/452/2127, 2017, Cat. J/ApJ/835/173).
#
#File Summary:
#--------------------------------------------------------------------------------
# FileName      Lrecl  Records   Explanations
#--------------------------------------------------------------------------------
#ReadMe            80        .   This file
#table1.dat        99     1197   Stellar properties determined with BASTA for
#                                 the APOKASC sample
#--------------------------------------------------------------------------------
#
#See also:
#             V/133 : Kepler Input Catalog (Kepler Mission Team, 2009)
#  J/MNRAS/452/2127 : Fundamental parameters of Kepler stars
#                                                    (Silva Aguirre+, 2015)
# J/ApJ/835/173     : Kepler asteroseismic LEGACY sample. II.
#                                                    (Silva Aguirre+, 2017)
#
#Byte-by-byte Description of file: table1.dat
#--------------------------------------------------------------------------------
#   Bytes Format Units     Label     Explanations
#--------------------------------------------------------------------------------
#   1-  8  I8    ---       KIC       Kepler Input Catalogue Identifier
#  10- 14  F5.3  Msun      Mass      Mass
#  16- 20  F5.3  Msun    e_Mass      rms uncertainty on Mass
#  22- 27  F6.3  Rsun      Rad       Radius
#  29- 33  F5.3  Rsun    e_Rad       rms uncertainty on Rad
#  35- 39  F5.3  [cm/s2]   logg      Surface gravity
#  41- 45  F5.3  [cm/s2] e_logg      rms uncertainty on logg
#  47- 52  F6.3  Gyr       Age       Age
#  54- 58  F5.3  Gyr     e_Age       rms uncertainty on Age
#  60- 66  F7.3  Lsun      Lum       Luminosity
#  68- 73  F6.3  Lsun    e_Lum       rms uncertainty on Lum
#  75- 81  F7.2  pc        Dist      Distance
#  83- 88  F6.2  pc      e_Dist      rms uncertainty on Dist
#  90- 99  F10.8 ---       Prob      Target selection probability
#--------------------------------------------------------------------------------
#
#History:
#    From electronic version of the journal
#
#================================================================================
#(End)                                      Patricia Vannier [CDS]    08-Apr-2021
# names=['KIC', 'Mass', 'e_Mass', 'Rad', 'e_Rad', 'logg', 'e_logg', 'Age', 'e_Age', 'Lum', 'e_Lum', 'Dist', 'e_Dist', 'Prob']
# KIC Mass e_Mass Rad e_Rad logg e_logg Age e_Ae Lum e_Lum Dist e_Dist Prob
11349490 1.240 0.048  5.606 0.083 3.033 0.004  4.895 1.239  16.042  1.137 1013.53  25.66 0.20311171
11349014 1.111 0.266 11.149 1.436 2.393 0.025  7.506 4.999  64.419 18.822 1737.42 180.68 0.04911126
11295350 1.185 0.126 12.673 0.475 2.309 0.014  5.825 3.026  75.514  8.475 2205.03  92.07 0.00144186
 9760904 0.934 0.134 10.361 0.693 2.372 0.010 12.218 5.420  55.174  7.821  985.98  61.40 0.13977227
 9700899 1.176 0.108 11.025 0.362 2.424 0.014  7.120 2.819  54.893  5.139 1530.95  52.79 0.08558777
 9821622 1.497 0.062  8.954 0.131 2.711 0.006  2.389 0.470  38.837  3.046 1619.65  48.05 0.29271296
 9821783 1.317 0.103 11.331 0.321 2.460 0.010  3.404 1.103  67.430  6.509 1023.35  36.64 0.33164942
 9881628 0.944 0.143 10.457 0.593 2.364 0.023 12.267 5.539  55.071  7.045 1345.43  72.97 0.08191532
 9456153 1.194 0.062 10.893 0.217 2.441 0.009  4.909 1.336  63.370  4.837 1454.60  41.81 0.19011447
 9517542 1.135 0.222 13.715 1.042 2.214 0.020  8.070 5.129  69.682 15.317  824.44  76.53 0.19366559
 9517698 1.568 0.062 11.145 0.191 2.545 0.008  2.292 0.440  61.017  4.665  561.73  16.73 0.52461072
 9579328 1.322 0.124 11.742 0.397 2.423 0.014  5.383 2.253  53.526  3.748 1224.85  33.87 0.13161572
 9882766 1.304 0.053  5.155 0.072 3.130 0.005  3.867 0.802  14.434  1.018  970.28  26.52 0.28494835
 9882550 1.434 0.125 11.485 0.543 2.486 0.011  3.008 0.985  65.268  7.951 1871.33  82.16 0.02498803
 9883123 1.368 0.082  7.051 0.145 2.878 0.008  3.294 0.853  25.009  1.892  836.86  24.15 0.36804056
 9702057 1.007 0.061 11.221 0.241 2.338 0.011 12.584 3.720  51.377  3.250 1289.99  33.20 0.06035618
 9883214 0.993 0.125 10.685 0.542 2.370 0.020 11.865 5.116  52.974  5.068 1355.29  54.30 0.07061792
 9641246 1.315 0.069 11.062 0.245 2.471 0.011  4.193 1.069  58.923  3.195 1713.73  38.40 0.03259789
 9579860 1.031 0.073  7.964 0.196 2.648 0.009  9.736 2.723  27.477  2.575 1094.17  44.14 0.11265173
 9518506 1.841 0.132 11.050 0.235 2.617 0.007  1.500 0.296  64.839  4.382 1130.62  29.91 0.56303401
 9641772 1.298 0.117 11.308 0.458 2.450 0.012  4.998 1.874  57.791  7.137 1225.55  53.87 0.16047486
 9641484 1.364 0.114 11.466 0.412 2.464 0.011  3.605 1.192  63.149  6.051 1172.15  42.06 0.23810399
 9580991 1.765 0.161  9.793 0.379 2.703 0.011  1.521 0.502  47.798  6.620 1507.67  74.76 0.53036638
 9763419 1.166 0.076 10.904 0.267 2.430 0.010  6.984 2.265  54.225  4.271 1518.10  44.57 0.09289717
 9702841 1.384 0.077 11.158 0.281 2.484 0.009  4.006 0.926  56.146  3.351 1607.90  37.54 0.10658301
 9763796 1.053 0.043  4.929 0.076 3.075 0.005  7.925 2.080  12.759  1.065  884.51  27.40 0.19798620
 9581445 1.483 0.091  9.142 0.208 2.686 0.008  3.072 0.838  36.130  3.339 1365.00  47.44 0.22246605
 9704258 1.024 0.067  8.038 0.197 2.632 0.008  9.363 2.647  29.766  2.842 1448.96  58.56 0.09976540
 9764708 1.800 0.153 13.923 0.475 2.404 0.010  1.488 0.474  83.589  8.231  839.22  30.84 0.58231009
 9644558 0.867 0.122  9.836 0.539 2.386 0.013 14.104 5.369  55.221  5.388 1443.62  67.50 0.07160549
 9583430 2.322 0.161  8.923 0.322 2.903 0.005  0.852 0.192  42.524  4.318 1376.32  48.05 0.77629587
 9705636 1.258 0.093 11.295 0.345 2.434 0.009  5.977 1.923  53.980  4.483 1516.06  47.99 0.09391415
 9704774 1.304 0.140 11.294 0.448 2.458 0.017  4.311 1.766  61.046  6.005 1615.21  58.49 0.13894011
 9583720 1.255 0.068  8.717 0.193 2.654 0.006  5.284 1.352  31.902  2.373 1160.14  33.12 0.17128601
 9706209 1.044 0.115 10.673 0.485 2.401 0.013  8.960 4.304  57.270  6.002 1242.69  50.62 0.13598845
 9706194 1.101 0.159 12.018 0.614 2.320 0.017  8.293 3.774  55.403  8.933 1497.50 104.37 0.08489547
 9767332 2.102 0.107  8.080 0.093 2.881 0.069  1.006 0.299  36.430  0.603 1306.56  16.18 0.96106937
 9145861 1.314 0.066  5.808 0.132 3.028 0.004  5.131 1.024  14.848  1.263  999.15  31.76 0.18301704
 9145781 1.137 0.037  4.018 0.045 3.286 0.004  7.297 1.425   8.196  0.675  664.03  19.67 0.25213528
 9145955 1.262 0.053  5.684 0.097 3.031 0.005  3.901 0.767  17.928  1.092  405.66   9.84 0.46655381
 9145952 1.217 0.086 11.081 0.311 2.439 0.012  5.379 1.825  58.152  3.921 1603.54  41.95 0.10236166
 9332840 1.492 0.080 11.224 0.225 2.513 0.011  3.005 0.664  57.407  3.436 1546.97  37.66 0.19917446
 9333290 1.262 0.148 13.461 0.583 2.282 0.014  5.351 2.372  67.418  9.955 1264.70  75.92 0.14836304
 9333501 1.012 0.179 11.182 0.685 2.345 0.022  9.333 5.420  53.509 10.779 1647.46 129.91 0.09973290
 9333184 1.118 0.061 10.764 0.212 2.423 0.009  6.889 2.094  57.617  4.005 1690.74  46.12 0.02226606
 9456598 1.508 0.056 11.138 0.157 2.522 0.006  2.894 0.410  57.652  2.623 1784.88  36.89 0.01266965
 9396095 0.976 0.100 10.543 0.439 2.377 0.013 12.435 4.870  51.966  4.261 1225.91  44.16 0.07845488
 9080445 1.472 0.064 11.215 0.247 2.511 0.009  2.605 0.600  64.887  5.299 1043.95  32.34 0.38981562
 9080175 0.996 0.079  8.384 0.241 2.589 0.010 10.492 3.521  31.161  3.377  611.52  26.52 0.26961558
 9080407 1.449 0.123 10.385 0.293 2.569 0.011  2.581 0.800  50.151  5.598  823.64  33.92 0.48684949
 9147335 1.736 0.124 10.923 0.283 2.606 0.011  1.895 0.424  58.133  4.623 1381.06  41.29 0.40036846
 9335191 1.193 0.062 10.881 0.197 2.440 0.009  5.986 1.411  56.747  2.723 1863.69  37.11 0.00235598
 9211401 1.421 0.264 12.956 0.816 2.365 0.026  3.938 3.276  78.644 11.722 1174.45  63.49 0.23366459
 9273827 1.972 0.126  7.775 0.176 2.950 0.007  1.103 0.218  35.971  3.419 1106.56  39.00 0.96054467
 9520156 1.018 0.089 10.450 0.263 2.408 0.018  9.630 3.988  55.845  3.402 1609.51  40.43 0.02733180
 9397110 1.417 0.065 11.162 0.267 2.497 0.009  3.209 0.651  61.134  3.755 1910.48  46.37 0.00750874
 9336090 1.259 0.119 11.233 0.402 2.442 0.014  4.413 1.772  64.103  6.663 1596.75  61.49 0.14676877
 9335570 1.336 0.079 11.170 0.291 2.472 0.011  3.890 1.131  60.449  4.503  778.92  22.01 0.34859419
 9335518 1.209 0.079  6.299 0.143 2.919 0.005  6.808 1.576  17.139  1.436  786.68  24.97 0.20696866
 9335457 1.057 0.043  3.930 0.061 3.273 0.006 10.538 2.268   7.406  0.551  674.20  19.64 0.17290368
 9582005 1.426 0.237 12.741 0.716 2.385 0.023  3.689 2.830  74.617 10.390 1662.72  83.81 0.07737471
 9521461 2.022 0.133 10.867 0.219 2.675 0.008  1.244 0.222  61.444  5.041 1167.46  36.70 0.88873101
 9643914 0.877 0.129 10.580 0.649 2.326 0.013 13.993 5.453  60.091  7.834 1825.60 110.89 0.00131548
10268744 1.215 0.105 11.577 0.417 2.399 0.013  6.986 2.989  53.893  5.057  702.37  24.14 0.23268030
10202184 1.249 0.036  5.141 0.050 3.112 0.004  4.741 0.808  13.843  0.873  854.72  20.34 0.27267942
10136291 1.228 0.072 11.046 0.233 2.441 0.008  5.675 1.716  55.138  4.080 1615.56  45.64 0.09787664
10071249 1.180 0.106 11.126 0.374 2.422 0.013  5.675 2.656  61.115  6.528 1336.21  52.70 0.16002497
10070717 1.153 0.059 10.810 0.176 2.431 0.009  6.804 1.623  55.296  2.775 1793.69  37.45 0.00355011
10006852 2.267 0.172  9.702 0.273 2.817 0.007  0.902 0.276  57.161  4.298 1031.22  29.38 0.94641394
10005966 1.103 0.101 11.112 0.379 2.389 0.013 10.301 4.119  49.797  3.101  972.75  24.19 0.12256085
 9946213 1.149 0.044  5.900 0.094 2.956 0.005  6.318 1.158  17.313  1.212 1134.96  30.46 0.15616094
10068810 1.004 0.077  8.414 0.210 2.589 0.009 10.744 3.215  30.008  3.546  941.07  45.71 0.15417697
10005422 0.905 0.134 10.469 0.662 2.348 0.014 13.074 5.282  55.628  8.075 1506.77  99.35 0.07786959
 9884818 1.293 0.067 11.036 0.213 2.466 0.009  3.808 0.975  64.125  4.443 1921.83  51.72 0.02558894
10068556 1.294 0.049  4.892 0.068 3.171 0.005  4.453 0.893  12.298  0.864  870.40  23.80 0.27374954
10267242 1.020 0.124 11.261 0.584 2.340 0.014 11.762 4.824  54.038  9.191 1540.10  96.67 0.03706251
10331610 1.087 0.088 10.715 0.293 2.415 0.013  8.392 3.096  55.002  4.455 2080.60  63.16 0.00098183
10200377 0.942 0.046  4.719 0.075 3.065 0.005 11.153 2.289  11.796  0.997  865.11  27.65 0.17846160
10003419 1.356 0.110 11.386 0.325 2.461 0.011  4.201 1.381  58.141  4.966 1699.19  54.09 0.01181642
10198761 1.225 0.078  9.170 0.218 2.601 0.007  4.609 1.407  39.636  3.638 1593.11  55.32 0.16245474
10199187 0.973 0.240 13.816 1.270 2.140 0.021 11.409 5.797  71.701 20.198 1684.86 203.80 0.01262820
10132247 1.072 0.059  7.570 0.153 2.709 0.007  8.536 2.531  25.795  2.538  969.10  36.53 0.16448051
10066568 1.064 0.388 11.329 2.203 2.362 0.013  9.006 6.691  74.725 29.245 2059.37 290.99 0.00688917
 9942816 1.498 0.069 11.173 0.245 2.524 0.010  2.202 0.374  69.126  5.882 1747.51  57.28 0.34255372
 9882446 1.483 0.111 10.084 0.256 2.600 0.009  3.030 0.950  42.948  3.474  861.93  26.41 0.34965525
10002647 1.367 0.071 11.169 0.276 2.482 0.009  3.407 0.944  63.257  5.323 1654.84  52.49 0.18852398
10328498 1.351 0.097 10.357 0.250 2.536 0.008  3.716 0.857  46.687  4.330 1190.68  40.58 0.24117823
10263341 1.243 0.052  6.761 0.111 2.872 0.004  4.656 0.838  22.285  1.338 1192.90  28.62 0.20627366
 9881167 1.256 0.150 11.468 0.625 2.420 0.014  5.722 2.599  58.592  9.433 1544.25  85.95 0.10848884
10196797 1.113 0.130 11.005 0.540 2.401 0.017  8.165 4.379  57.569  7.044 1208.07  54.63 0.13750836
10196240 1.327 0.082 11.339 0.252 2.454 0.008  4.512 1.222  57.047  4.100 1116.13  30.96 0.19296217
10128629 1.420 0.137 11.468 0.383 2.481 0.013  3.019 1.151  65.162  7.098 2145.85  87.37 0.00586110
10000547 1.138 0.040  4.856 0.057 3.121 0.003  5.904 1.467  12.898  1.042 1031.94  30.19 0.21322880
 9941141 1.259 0.075  7.011 0.142 2.848 0.006  5.925 1.193  20.712  1.653  871.99  26.25 0.18502326
10659100 1.522 0.200 13.878 0.675 2.336 0.018  2.981 1.656  81.418  9.200 1094.36  45.43 0.28026988
10528911 1.144 0.077 11.078 0.289 2.408 0.009  8.710 2.596  50.306  3.001 1797.26  41.77 0.00061239
10659842 1.399 0.062  7.898 0.129 2.787 0.005  2.831 0.502  32.266  2.194  574.35  15.37 0.50546856
10333131 1.366 0.059  5.297 0.084 3.124 0.006  3.769 0.915  14.493  1.204 1055.32  33.20 0.23782961
10592335 1.426 0.071  9.869 0.203 2.604 0.006  3.602 0.836  40.233  3.402 1552.72  49.41 0.16277184
10593078 1.262 0.060  4.571 0.075 3.219 0.005  5.424 1.191  10.305  0.806  686.00  20.33 0.28412799
10592802 0.902 0.115 10.094 0.494 2.380 0.015 13.303 5.245  54.090  5.255  745.00  32.79 0.17768826
10592924 1.276 0.080  9.079 0.220 2.627 0.009  3.644 0.984  40.131  3.237 1416.25  43.22 0.23033324
10657633 1.057 0.073  8.856 0.215 2.566 0.009  6.836 2.023  38.329  3.722 1465.43  57.14 0.14654451
10724027 1.079 0.099 10.751 0.359 2.409 0.014  8.526 3.865  56.594  5.203 1429.50  50.77 0.09182954
10723388 1.014 0.094 10.510 0.302 2.401 0.014 10.826 4.088  52.541  2.973 1442.94  35.82 0.07348936
10527754 1.210 0.055  8.324 0.140 2.679 0.005  6.706 1.469  27.309  1.757 1179.65  28.80 0.10863352
10592249 1.357 0.065 11.146 0.223 2.476 0.007  4.195 0.953  55.498  3.004 1704.26  37.44 0.00884347
10722175 1.418 0.042  6.533 0.087 2.960 0.004  3.603 0.647  19.806  1.444  364.25   9.97 0.39387893
10721900 1.407 0.162 11.608 0.501 2.464 0.017  4.078 1.740  57.230  7.363 1604.03  72.45 0.09543913
10591093 1.454 0.092  5.417 0.112 3.131 0.009  2.626 0.767  16.398  1.519 1140.77  39.66 0.36350848
10461323 2.291 0.257  9.265 0.422 2.860 0.016  0.911 0.292  47.417  6.485  720.39  35.61 0.90727446
10461757 1.233 0.240 12.716 1.018 2.329 0.023  5.078 4.587  85.484 15.298 1568.71 102.72 0.17578446
10395638 1.553 0.074 11.297 0.255 2.527 0.009  2.596 0.445  58.359  4.050  855.96  23.33 0.42716179
10198347 2.200 0.707 13.062 1.989 2.541 0.018  1.208 1.029  93.089 32.141 1142.48 140.14 0.84176878
10525475 1.440 0.086 11.257 0.283 2.498 0.011  3.004 0.770  61.414  4.750 1141.12  33.29 0.30897927
10525282 1.274 0.085 11.093 0.382 2.460 0.013  4.203 1.223  63.149  5.678 1041.32  34.22 0.29335325
10525595 1.608 0.085  6.809 0.095 2.978 0.007  2.000 0.438  24.490  2.103  905.52  28.48 0.51321524
10524715 1.318 0.058  8.299 0.131 2.718 0.006  3.504 0.743  34.134  2.473 1100.52  30.31 0.29486970
10459696 1.440 0.085  8.968 0.163 2.690 0.007  3.438 0.967  34.303  2.719  978.28  29.42 0.27125224
10394570 1.174 0.098 11.060 0.372 2.422 0.011  7.274 2.443  53.256  4.105 1681.84  49.35 0.00300994
 8479182 1.582 0.194 12.646 0.545 2.434 0.013  2.312 0.884  76.372  7.009 1662.14  57.17 0.29829998
 8543200 1.486 0.073 11.201 0.269 2.519 0.013  2.406 0.560  65.676  5.127  643.14  19.14 0.55288427
 8607581 1.294 0.072 11.059 0.282 2.467 0.012  3.995 1.048  62.592  4.674 1096.63  31.55 0.25886661
 8673221 1.443 0.197 11.768 0.527 2.468 0.017  3.020 1.361  68.146  8.359  751.48  33.59 0.46274438
 8737032 1.500 0.075 10.919 0.216 2.537 0.006  2.497 0.499  52.770  4.678  805.37  26.67 0.51505918
 8802374 1.362 0.086 12.106 0.267 2.405 0.008  3.095 0.733  65.271  3.945 1249.57  30.40 0.29323608
 8867740 1.006 0.226 12.372 0.939 2.253 0.025  9.748 5.298  62.398 13.697 1603.93 152.04 0.09660991
 8479383 1.143 0.100 10.914 0.351 2.422 0.012  6.880 2.834  58.263  5.678  870.75  31.73 0.19711497
 8803432 1.121 0.098 10.833 0.338 2.420 0.013  7.071 2.923  57.972  5.162 1868.15  63.28 0.00220848
 8480097 1.091 0.037  4.316 0.058 3.206 0.004  9.366 1.761   8.764  0.665  777.60  22.30 0.16253491
 8479780 1.495 0.109 11.322 0.320 2.516 0.011  2.202 0.526  70.348  6.169 1639.18  54.17 0.36160059
 8674581 1.028 0.081 10.820 0.385 2.381 0.009 10.482 4.336  53.382  4.912 1126.93  40.60 0.10545453
 8739118 1.297 0.151 11.610 0.888 2.430 0.017  5.680 2.649  55.141 10.369  784.40  47.98 0.23516558
 8738834 1.168 0.134 11.267 0.485 2.402 0.018  8.734 4.132  51.502  4.343  908.47  28.93 0.13543852
 8804395 1.182 0.145 12.853 0.584 2.292 0.016  7.094 4.025  71.703  8.967 1859.38  87.53 0.00037947
 8870432 0.976 0.104  8.681 0.373 2.548 0.009 13.906 3.896  28.378  3.621  478.95  28.47 0.18322453
 8675106 1.507 0.076  8.407 0.154 2.768 0.007  2.888 0.624  31.023  2.676  742.41  24.07 0.43305842
 8611394 1.025 0.044  5.750 0.093 2.928 0.005  9.590 1.866  15.770  1.378 1030.19  31.88 0.13825244
 8676094 1.161 0.147 11.804 0.585 2.362 0.014  8.404 3.751  56.284  7.619 1253.12  61.12 0.08678177
 8611114 1.204 0.129 11.128 0.628 2.433 0.016  5.283 2.439  62.203  8.256 1087.19  51.66 0.22121416
 8805565 1.194 0.140 11.148 0.480 2.419 0.014  5.427 2.941  54.088  7.238  926.73  46.12 0.22918252
 8805663 2.519 0.302 13.008 0.619 2.615 0.016  0.645 0.380  86.875 14.229 1273.05  74.54 0.67714498
 8611833 1.628 0.209 12.041 0.508 2.486 0.016  2.609 1.099  63.553  8.541 1930.94  94.22 0.00247651
 8676927 1.561 0.067 11.136 0.200 2.546 0.009  2.198 0.297  62.740  3.937  876.95  21.68 0.52399065
 8612520 1.838 0.163 12.120 0.412 2.535 0.011  1.498 0.467  63.757  6.651 1765.49  67.67 0.12951741
 8872709 1.397 0.058 11.122 0.198 2.492 0.007  3.395 0.735  60.599  3.141  741.71  15.84 0.37756800
 8612811 1.183 0.045 10.807 0.140 2.441 0.007  5.596 1.135  59.053  3.330 2021.25  46.57 0.00102065
 8613617 1.202 0.036  4.870 0.051 3.143 0.004  5.277 0.731  12.451  0.564  763.14  14.88 0.27234953
 8873797 1.048 0.082 10.886 0.319 2.384 0.012 12.005 3.878  48.279  2.803 1653.78  38.34 0.00175835
 8742013 1.197 0.140 12.645 0.537 2.312 0.014  4.579 2.089  72.298  8.883 1146.47  56.03 0.26222021
 8677342 1.393 0.073  9.578 0.179 2.619 0.007  3.120 0.718  41.907  3.575 1202.66  38.72 0.26525196
 8742545 1.028 0.046  4.918 0.078 3.067 0.005  8.621 2.239  12.718  0.971  726.45  21.31 0.21997199
 9009805 1.347 0.084  9.497 0.225 2.614 0.009  3.190 0.937  43.167  3.664 1604.63  49.04 0.22201076
 9077844 1.723 0.120 11.250 0.231 2.579 0.009  2.104 0.370  54.270  4.519  806.64  25.63 0.39199241
 8081278 1.197 0.098 11.089 0.333 2.426 0.009  6.401 2.109  47.660  5.923 1431.12  69.89 0.10640573
 8283646 1.569 0.078  8.966 0.169 2.727 0.007  2.411 0.436  36.314  2.178 1180.42  29.98 0.36942373
 8283356 1.221 0.061  5.534 0.110 3.037 0.004  5.807 1.410  14.687  1.193  820.86  24.73 0.21178855
 7944038 1.978 0.302 18.555 1.087 2.196 0.014  1.293 0.419 139.521 23.343  888.22  52.94 0.80678113
 8081535 1.567 0.046 11.086 0.132 2.544 0.005  2.498 0.303  57.741  2.390 1302.99  25.76 0.30537324
 8415501 1.424 0.094 12.245 0.271 2.412 0.008  2.744 0.590  66.921  4.833 1840.69  52.91 0.09374420
 8350443 1.125 0.116 10.990 0.451 2.410 0.015  7.256 4.035  59.527  6.698 1124.49  47.17 0.15865786
 8350645 1.536 0.085  9.876 0.235 2.634 0.007  2.600 0.580  42.117  2.890  943.25  24.84 0.41858946
 8283958 1.339 0.083 11.252 0.249 2.462 0.007  3.414 0.859  56.904  4.023  896.54  24.45 0.37046835
 8284032 1.318 0.098 10.703 0.321 2.500 0.010  3.579 1.018  53.283  4.813 1609.51  53.41 0.21660821
 8545291 1.026 0.081  8.009 0.220 2.638 0.010 10.123 3.494  27.782  3.269  923.17  44.60 0.14217659
 8545504 1.486 0.043  6.733 0.070 2.954 0.003  2.505 0.327  23.515  1.155 1074.67  22.19 0.38979595
 8219125 1.163 0.108  7.942 0.256 2.700 0.009  7.829 2.686  25.353  2.631 1241.12  48.27 0.09223525
 8284682 1.166 0.120 11.814 0.451 2.362 0.012  8.168 3.290  56.749  7.268 1103.52  50.81 0.11313838
 8285510 1.371 0.099 13.711 0.373 2.298 0.009  3.475 1.159  87.562  8.541 1011.95  36.88 0.34502109
 8482522 1.232 0.121 11.434 0.404 2.414 0.016  7.067 2.633  51.148  3.535 1515.01  40.15 0.07340728
 8547469 1.053 0.114 10.974 0.499 2.378 0.017  9.707 4.436  55.330  5.448 1780.24  72.29 0.00162802
 8482769 0.971 0.143 10.736 0.692 2.358 0.015 11.876 5.371  54.889  8.128 1969.44 126.88 0.00031185
 9269772 1.157 0.056  8.243 0.142 2.666 0.006  7.422 1.666  28.008  1.577 1072.11  24.73 0.13239994
 9270087 1.278 0.065 11.014 0.211 2.460 0.009  4.692 1.172  57.656  3.758 1942.78  49.14 0.00164686
 9143834 0.940 0.229 14.400 1.239 2.092 0.020 11.784 5.493  77.667 22.204 1984.81 249.86 0.00379683
 9143868 1.250 0.091 11.093 0.335 2.447 0.012  5.703 1.665  54.454  3.705 1171.16  31.15 0.14884761
 9008270 1.441 0.164 11.968 0.494 2.451 0.014  3.102 1.434  68.407  7.702 1015.20  41.42 0.29815825
 8939964 0.900 0.111 10.148 0.486 2.374 0.015 13.618 5.152  53.682  5.272 1927.15  89.38 0.00090295
 9269302 1.535 0.143 12.118 0.389 2.459 0.011  2.296 0.818  76.739  6.588 2182.27  71.23 0.02433573
 9392039 1.482 0.142 11.817 0.410 2.470 0.012  2.689 0.900  70.249  7.756 1758.41  71.49 0.15016215
 9075872 1.098 0.034  4.825 0.058 3.113 0.004  6.246 1.212  12.906  0.971  902.81  25.89 0.23079573
 9142574 0.909 0.126 10.520 0.532 2.347 0.019 13.098 5.262  55.135  6.855 1529.37  86.99 0.07064354
 9205705 1.100 0.155 12.257 0.616 2.302 0.017  6.849 3.221  63.436 10.727 1247.87  90.81 0.16509143
 9075225 1.583 0.100  9.776 0.225 2.656 0.008  2.086 0.497  44.602  3.506  718.58  21.45 0.57701083
 9329058 1.526 0.049 11.113 0.164 2.532 0.006  2.404 0.301  61.989  2.986  950.08  19.83 0.44185590
 9329200 1.466 0.093  8.167 0.193 2.778 0.008  3.273 0.889  28.496  1.997  932.81  25.04 0.27376458
 8937073 1.193 0.126 12.777 0.526 2.302 0.014  6.675 3.315  70.195  8.597 1585.45  73.07 0.05340063
 9267654 1.159 0.054  5.747 0.096 2.984 0.007  6.345 1.283  16.369  1.078 1044.76  26.91 0.16627729
 9327993 1.246 0.104 11.310 0.349 2.430 0.012  6.304 2.206  52.901  3.821  655.14  18.19 0.26205279
 9328135 1.137 0.068  8.314 0.178 2.652 0.008  7.832 2.163  28.768  2.885  823.10  30.95 0.17650966
 9139859 1.237 0.075  7.692 0.191 2.754 0.007  6.179 1.447  24.132  1.899 1021.17  29.85 0.14952765
 9004448 1.007 0.062 11.355 0.283 2.329 0.008 12.475 3.718  52.881  4.734 1374.84  43.68 0.06140309
 9265513 0.995 0.078  8.388 0.227 2.588 0.010 10.789 3.624  30.727  3.329 1345.12  60.74 0.09771411
 9202995 1.035 0.106 10.828 0.448 2.382 0.015 10.262 4.521  53.753  5.038 1129.28  41.16 0.11617831
 8936339 1.655 0.209 11.457 0.486 2.554 0.012  1.895 0.553  66.291  7.496 2168.33  90.12 0.02137559
 9003765 1.112 0.050  8.025 0.122 2.674 0.005  8.343 1.959  26.551  2.096 1015.88  30.84 0.12894355
